,Source,URL,Primary Author,Title,Positive Percentage,Neutral Percentage,Negative Percentage,Summary,Date,Summmary
96,theguardian.com,https://www.theguardian.com/commentisfree/2021/jul/01/this-canada-day-lets-remember-this-country-was-built-on-genocide,N/A,"This Canada Day, let’s remember: this country was built on genocide",0.0295121,0.45151842,0.51896954,,2021-07-01T07:00:00+00:00,"People across the country are waking up to the reality that Canada is a country built on the violent dispossession of Indigenous peoples. Whether they are happening in backyard barbecues in southern Canada or in city council meetings in Nunavut, these conversations about the reality of colonization that is still at the very core of this country are long overdue. Nowhere is this more true than in Nunavut, the territory I represent in Canada’s parliament. Talk to your friends and neighbours about the need for real Indigenous justice in Canada."
97,thedailybeast.com,https://www.thedailybeast.com/queen-elizabeth-ii-statue-dragged-down-as-canadians-protest-mass-grave-discoveries,Jamie Ross,Queen Elizabeth II Statue Dragged Down as Canadians Protest Mass Grave Discoveries,0.020089548,0.24172519,0.7381853,,2021-07-02T07:00:00+00:00,"In recent weeks, over 1,000 unmarked graves for Indigenous children have been discovered at former residential schools in Canada—and a wave of anger is sweeping over the nation as it confronts its dark past. But, this year, it was a day of protest and unrest, which saw prominent statues of the British monarchs—Queen Victoria and Queen Elizabeth II—pulled from their pedestals.   Over 150,000 Indigenous Canadian children were snatched from their families and forced to attend the schools in the 19th and 20th centuries. Protests also took place in Toronto, and a #CancelCanadaDay march in the nation’s capital of Ottawa also attracted thousands of marchers.  "
98,refinery29.com,https://www.refinery29.com/en-ca/2021/06/10477436/indigenous-mental-health-services-canada-resources,Kelly Boutsalis,Why Indigenous People Need Other Indigenous People To Heal,0.057057682,0.8449741,0.09796823,,2021-06-23T07:00:00+00:00,"It’s a start, but mental health services for and by Indigenous people are needed beyond this moment. It shouldn’t take a crisis to get people's attention: Indigenous people need other Indigenous people to heal. “What we find from talking to the survivors of suicide is that a number of young Indigenous people are disconnected from who they are, their culture or their land, and that's what leads to loss of life,” says Ineese-Nash. She continues: “For us, it's about bringing those tools back and fostering an environment where the next generation of Indigenous leaders already know who they are and are able to pick up their bundles and support one another.”"
99,seattletimes.com,https://www.seattletimes.com/nation-world/how-thousands-of-indigenous-children-vanished-in-canada-2/,Ian Austen,How thousands of Indigenous children vanished in Canada,0.034215022,0.5216479,0.44413707,,2021-06-07T07:00:00+00:00,"But Indigenous leaders believe the government still has a long way to go.  The discovery of the graves has given new impetus to the nation’s debate on how to atone for its history of exploiting Indigenous people.   In the late 19th century, Canada set aside land for Indigenous people through often dubious treaties, while outright seizing Indigenous land in some places, particularly in British Columbia.  Around 1883, the government added a new dimension to its exploitation of Indigenous people. On Sunday, Pope Francis stopped short of offering a formal apology, but he said that “the sad discovery further raises awareness of the pains and sufferings of the past.”  Some former students testified before the commission that priests at the schools had fathered infants with Indigenous students and that the babies had been taken away from their young mothers and killed, in some cases their bodies thrown into furnaces.  Many students also died from disease, accidents, fires and fatal attempts to escape, according to the commission.  Schools suffered mass deaths when infectious diseases swept through them, according to a report this year on the burial sites by Scott Hamilton, a professor of anthropology at Lakehead University in Thunder Bay. Since the commission ended, a federal project has been underway to document the fates of the children who never returned to their families after being sent to residential schools and now are generally known as “the missing children.”  Remains in unmarked graves have appeared or been discovered through construction or natural events at the sites of other former schools, although nothing on the scale of Kamloops.  Kisha Supernant, an Indigenous woman who directs the Institute for Prairie and Indigenous Archaeology at the University of Alberta, has been leading teams that use ground-penetrating radar and other technologies to hunt for remains.  Hamilton said that simply locating burial sites was often difficult because of poor record-keeping, lost records and the relocation of some schools.  “These graveyards are often now unmarked,” he said. “What they were like 50 or 60 years ago is anyone’s guess."
100,vice.com,https://www.vice.com/en/article/jg8j53/rodney-baker-ekaterina-couple-yukon-first-nation-covid-vaccine,Lori Fox,Wealthy Couple Who Snuck COVID Vaccines Intended For First Nation Get No Jail Time,0.019027015,0.19795829,0.7830147,,2021-06-16T07:00:00+00:00,"Casino mogul Rodney Baker and his wife, actor Ekaterina Baker, flew into a remote First Nation community in Yukon to get vaccinated. Former casino mogul Rodney Baker, 55, and his wife Ekaterina Baker, a 32-year-old actor, flew into Whitehorse in January, where they chartered a private plane to take them 450 kilometres northwest to Beaver Creek, a community of approximately 100 people, most of whom belong to White River First Nation. At the time of the incident, Rodney Baker was CEO of the Great Canadian Gaming Corporation.   VanderMeer said the Bakers were in the room with her and her 89-year-old mother—who, like many of the older community residents, is a residential school survivor—along with other elders while being vaccinated.  Speaking on behalf of White River Chief Bessie Chassé afterwards, VanderMeer said Chassé is “just glad it’s done” and believes the Bakers “just didn’t have an understanding” about her community and the impact of their actions."
101,vice.com,https://www.vice.com/en/article/jg8j8p/stained-with-blood-watch-nunavut-mp-mumilaaq-qaqqaq-blast-canadas-racism-in-farewell-speech,Anya Zoledziowski,‘Stained With Blood’: Watch Nunavut MP Mumilaaq Qaqqaq Blast Canada’s Racism in Farewell Speech,0.034749288,0.3467736,0.6184771,,2021-06-15T07:00:00+00:00,"NDP MP Mumilaaq Qaqqaq rises in the House of Commons, in Ottawa, Thursday, May 13, 2021. About a month after announcing she will not run for re-election, the MP for Nunavut, an Inuk woman, delivered a powerful farewell speech about the racism she’s had to witness and endure while on the job.  “The reality is that this institution and the country has been created off the backs, trauma, and displacement of Indigenous people,” Mumilaaq Qaqqaq said. The news reiterated what Indigenous peoples have been saying for decades about the trauma and abuses they’ve had to endure, again exposing how the government has repeatedly attempted to forcibly assimilate them.  The outgoing MP criticized the inaction of the federal government to address water and housing crises, forced displacement, and suicide in Indigenous communities across the country—even calling out those in power who pay lip service to social justice without implementing change.  “I’ve heard so many pretty words like reconciliation, diversity, and inclusion,” Qaqqaq said. “Let me be honest, brutally honest. According to Statistics Canada, Inuit suicide rates are nine times higher than the rate for non-Indigenous people."
102,cnn.com,https://www.cnn.com/2021/07/02/us/five-things-july-2-trnd/index.html,AJ Willingham,"5 things to know for July 2: Capitol riot, Covid-19, SCOTUS, condo collapse, Canada",0.01281661,0.07702631,0.9101571,,2021-07-02T07:00:00+00:00,"Republicans have made it clear they're not interested, and House Minority Leader Kevin McCarthy even threatened to strip party members of other committee assignments if they accepted an offer from House Speaker Nancy Pelosi to serve. Cheney was previously removed from GOP House leadership after repeatedly criticizing ex-President Trump's false election claims. The Justice Department this week rounded up several new defendants accused of destroying thousands of dollars' worth of professional broadcast equipment. This is the third boarding school where vast numbers of human remains have been identified."
103,cnn.com,https://www.cnn.com/2021/07/26/americas/mary-simon-governor-general-canada/index.html,Paula Newton,Canada's first Indigenous governor general is installed,0.02823882,0.29028618,0.6814751,,2021-07-26T07:00:00+00:00,"  The appointment comes at a controversial time in Canada as the country confronts its history of systemic abuse of Indigenous communities, including forced assimilation programs. have recently been found in unmarked graves on the grounds of several former residential schools, leading to widespread outrage and criticism. have recently been found in unmarked graves on the grounds of several former residential schools, leading to widespread outrage and criticism. Hundreds of human remains have recently been found in unmarked graves on the grounds of several former residential schools, leading to widespread outrage and criticism."
104,qz.com,https://qz.com/work/2003974/the-toll-pandemic-isolation-took-on-me-and-my-autistic-son/,Lisa Wolfson,The toll pandemic isolation took on me and my autistic son,0.029362813,0.6991102,0.27152696,,2021-05-01T07:00:00+00:00,"Framed by the small screen, 20-year-old Dylan directs the conversation and dictates the night’s roster of shapes.   “Hi Mommy, Y in the sky,” he says, expecting me to respond “T in the sky”—clearly mumbo-jumbo to outsiders, though it makes perfect sense to me. One of Dylan’s teachers told me he keeps several on his desk at school.   For me, the calls are mentally exhausting because of Dylan’s perseverative chatter, as he repeats the same words and phrases, day in and day out."
105,buzzfeednews.com,https://www.buzzfeednews.com/article/salvadorhernandez/us-indian-boarding-schools-graves,Salvador Hernandez,The US Will Look For Unmarked Graves At Former Native American Boarding Schools,0.018643416,0.2697972,0.71155936,,2021-06-22T07:00:00+00:00,"  The US will search old federal boarding schools for the unmarked graves of Native American children, Secretary of Interior Deb Haaland said Tuesday, a project that will officially acknowledge the loss of life that has haunted tribal communities for more than 100 years. Between 1869 and the 1960s, more than 350 federal boarding schools forced thousands of Native American children from their parents to ""culturally assimilate"" them, and schools continued to operate in the decades after the government handed off control. In an internal memo sent out at the Department of Interior, Haaland noted that the federal government oversaw boarding schools from 1819 through the 1960s under the Indian Civilization Act. The project will include identifying records within the department documenting US boarding schools between 1819 to 1969, according to the memo."
106,refinery29.com,https://www.refinery29.com/en-ca/2021/06/10505350/canada-mistreatment-indigenous-people,Hayley Lewis,It’s Time Settlers Own Up To Canada’s Mistreatment of Indigenous People,0.060436934,0.6648672,0.2746958,,2021-06-03T07:00:00+00:00,"There were shoes, poems, flowers, and teddy bears; people cycled through to pay their respects and read messages of support and calls to action.   Indian residential schools are sadly just a part of this country’s horrific mistreatment of Indigenous people; from the youth suicide crisis in our communities, to the ' 60s scoop , to accessing clean drinking water , the list goes on. And these problems aren’t just in remote communities far from urban centres where settler Canadians can pretend they aren’t happening; Semiahmoo First Nation in B.C. recently had a 16-year boil water advisory lifted , after connecting to the nearby Metro Vancouver water line — the community is only five minutes from the city of White Rock. How many will celebrate Canada Day while simultaneously condemning the mistreatment of Indigenous people?"
107,seattletimes.com,https://www.seattletimes.com/nation-world/trudeau-lectures-catholic-church-on-church-run-schools/,Rob Gillies,Trudeau wants Vatican apology for church-run school abuses,0.027403532,0.2613235,0.71127295,,2021-06-04T07:00:00+00:00,"Canadian Prime Minister Justin Trudeau said Friday he is “deeply disappointed” the Roman Catholic Church has not offered a formal apology and made amends for its role in Canada’s former system of church-run Indigenous boarding schools after the remains of 215 children were located at what was once the country’s largest such institution.  Trudeau called on the church to “step up” and take responsibility after years of silence.   “As a Catholic, I am deeply disappointed by the position that the Catholic Church has taken now and over the past many years,” Trudeau said.  “When I went to the Vatican a number of years ago I directly asked His Holiness, Pope Francis, to move forward on apologizing, on asking for forgiveness, on restitution, on making these records available, and we’re still seeing resistance from the church, possibly from the church in Canada.   Former Pope Benedict met with a group of former students and victims in 2009 and told them of his “personal anguish” over their suffering, a meeting that was termed an expression of sadness and solidarity.  The Canadian Conference of Catholic Bishops announced in 2018 that the pope could not personally apologize for residential schools, though he has not shied away from recognizing injustices faced by Indigenous people around the world.  The archbishop of Vancouver, however, apologized on Wednesday.  The United, Presbyterian and Anglican churches already have apologized for their roles in the abuse, as has the Canadian government, which has offered compensation.  Chief Rosanne Casimir of the Tk’emlups te Secwepemc First Nation in British Columbia has said the remains of 215 children were confirmed last month at the school in Kamloops, British Columbia, with the help of ground-penetrating radar.   Nelson Wiseman, a political science professor at the University of Toronto, said that in his rebuke, Trudeau didn’t point out that residential schools were created and funded by the government."
108,politico.com,https://www.politico.com/newsletters/corridors/2021/06/02/lost-children-unmarked-burials-and-questions-that-are-way-overdue-795673,N/A,"Lost children, unmarked burials and questions that are way overdue",0.026619164,0.32565632,0.6477245,,2021-06-02T07:00:00+00:00,"In this week’s issue, another national reckoning, silly season in Parliament and impatience at the Canada-U.S. border. NDP MP Mumilaaq Qaqqaq told MPs last night that expressions of shame and guilt, and the thoughts and prayers of non-Indigenous peoples won’t create change. “What Indigenous peoples are calling on throughout the country is [for] action — and for this to be treated as it is: it’s a crime.   Related reading:   — Connie Walker and the first-hand legacy of residential schools.  — Residential schools are not a footnote in Canada’s history. In an effort to do this, Waters has shared stories about a UFO landing site in Alberta and American invasion plans for Canada that involved dropping poison gas in Halifax — things that don't normally get discussed in any Canadian politics or history class.  Canadian politics can often be boring (sorry, but it's true), and these guys try really hard to make it fun (and interesting) by not taking it too seriously.  MP Garnett Genuis, host of Resuming Debate: Well, of course, I would recommend Resuming Debate, which is always interesting and substantive and brings a strong diversity of thoughtful voices."
109,foxnews.com,https://www.foxnews.com/us/us-native-american-boarding-schools,N/A,US to review Native American boarding schools' dark history,0.027155107,0.4206609,0.5521839,,2021-06-23T07:00:00+00:00,"The federal government will investigate its past oversight of Native American boarding schools and work to ""uncover the truth about the loss of human life and the lasting consequences"" of policies that over the decades forced hundreds of thousands of children from their families and communities, U.S. Interior Secretary Deb Haaland announced Tuesday. For over 150 years, Indigenous children were taken from their communities and forced into boarding schools that focused on assimilation.   Haaland cited statistics from the National Native American Boarding School Healing Coalition, which reported that by 1926, more than 80% of Indigenous school-age children were attending boarding schools that were run either by the federal government or religious organizations. Besides providing resources and raising awareness, the coalition has been working to compile additional research on U.S. boarding schools and deaths that many say is sorely lacking.  FLORIDA WILL REQUIRE SCHOOLS TO TEACH CIVICS AND ‘EVILS OF COMMUNISM’  Interior Department officials said aside from trying to shed more light on the loss of life at the boarding schools, they will be working to protect burial sites associated with the schools and will consult with tribes on how best to do that while respecting families and communities."
110,apnews.com,https://apnews.com/article/europe-canada-religion-d9cd8969bbe1deec1ab1db47bbf1da9e,Frances D'Emilio,"Pope voices 'pain' over Canadian deaths, doesn't apologize",0.028335055,0.40752742,0.5641375,,2021-06-06T07:00:00+00:00,"Pope Francis has expressed sorrow over the discovery in Canada of the remains of 215 boarding school students but didn't offer the apology sought by the Canadian prime minister. Pope Francis has expressed sorrow over the discovery in Canada of the remains of 215 boarding school students but didn't offer the apology sought by the Canadian prime minister.   VATICAN CITY (AP) — Pope Francis on Sunday expressed his pain over the discovery in Canada of the remains of 215 Indigenous students of church-run residential schools and pressed religious and political authorities to shed light on “this sad affair.”   “I join with the Canadian bishops and the entire Catholic Church in Canada in expressing my closeness to the Canadian people traumatized by the shocking news,″ Francis said."
111,variety.com,https://variety.com/2021/film/global/lisa-jackson-wilfred-buck-hot-docs-1234969675/,Leo Barraclough,How Canadian Filmmaker Lisa Jackson Plans to Weave Wilfred Buck’s Wild Ride ‘From the Gutter to the Stars’ With Indigenous Astronomy Lore,0.036216337,0.8719289,0.09185482,,2021-05-10T07:00:00+00:00,"Lisa Jackson’s hybrid documentary feature project “Wilfred Buck,” which centers on the eponymous science facilitator, an expert in Indigenous lore about astronomy, won the Canadian Forum Pitch Prize at Hot Docs last week.   Jackson – whose mother was Anishinaabe, an Indigenous group in North America – was at a conference in November 2017 when she first heard about Wilfred Buck, who had curated an exhibit at the Canada Science and Technology Museum based on the stories about the stars told by First Nations communities. When she heard about Buck’s work, Jackson had what she describes as a “zap” – an urgent realization that “someone has to make a film on this man,” she recalls.  When she contacted Buck, he told her that he had just written his life story, and he emailed it to her. She adds: “I could see already the possibility to do a hybrid documentary that looked at his work now and also brought to life, in a kind of poetic way, his background.”  By this time, Jackson – who is Toronto based – had got in touch with Alicia Smith, a producer at Canada’s National Film Board, who is based in Winnipeg, as is Buck."
112,politico.com,https://www.politico.com/news/2021/06/09/islamophobia-trudeau-vigil-muslim-attack-492435,Zi-Ann Lum,'Islamophobia is real.' Trudeau attends vigil for Muslim family killed in targeted attack,0.022794308,0.21557148,0.7616342,,2021-06-09T07:00:00+00:00,"“The reality is our Canada is a place of racism, of violence, of genocide of Indigenous people, and our Canada is a place where Muslims aren’t safe.”  Islamophobia has increased online which has resulted in more incidents of anti-Muslim harassment and violence during the pandemic, according to the Muslim Association of Canada’s Khaled Al-Qazzaz.   Organizations have long raised concerns about this because they are unable to receive government funding to support their communities without pointing to hard data.  With a potential federal election on the horizon, Singh then focused on the state of political discourse and pointed to Sunday’s attack as another example of why “No one can ever use Islamophobia for a political gain.”  ‘This is what happens when you divide people’   Among its provisions, it asked federal politicians to “condemn Islamophobia and all forms of systemic racism and religious discrimination.”   Singh was not in federal office at the time.  “I’m not saying that it’s solely those politicians who have used Islamophobia for political gain who are to blame."
113,startribune.com,https://www.startribune.com/at-university-of-minnesota-morris-campus-students-demand-search-for-indian-boarding-school-victims/600081154/,Ryan Faircloth,"At University of Minnesota Morris campus, students demand search for Indian boarding school victims",0.036927003,0.6067705,0.35630244,,2021-07-24T07:00:00+00:00,"  Recent discoveries of mass graves at former boarding school sites in Canada have prompted Native American students at the Morris campus to demand a search at their school. After the discovery of 215 unmarked graves at the Kamloops Indian Residential School in Canada, U.S. Department of the Interior Secretary Deb Haaland announced in June a federal investigation into possible student burial sites at or near the locations where American Indian boarding schools operated.   The government closed the school in 1909 and transferred ownership of its campus and buildings to the state of Minnesota with the stipulation that Native American students be admitted tuition-free into future educational institutions built there.   In 2018, archival research conducted by Morris students and faculty suggested that between three and seven children who died at the boarding school may have been buried on or near the present-day campus."
114,reuters.com,https://www.reuters.com/world/us/native-americans-decry-unmarked-graves-untold-history-boarding-schools-2021-06-22/,Brad Brooks,"Native Americans decry unmarked graves, untold history of boarding schools",0.029378561,0.69273704,0.27788436,,2021-06-22T07:00:00+00:00,"As a congresswoman representing New Mexico, Deb Haaland was among those who called for a commission to fully investigate the legacy of Indian boarding schools. The Interior Department oversees Indian schools, which churches began running in 1819 through federal funding.   Christine Diindiissi McCleave, chief executive officer of the National Native American Boarding School Healing Coalition, said unmarked graves linked to Indian schools also exist in the United States. The Interior Department, the Bureau of Indian Education and the Bureau of Indian Affairs did not respond to emailed questions about acknowledging the schools' pasts, efforts being made to find unmarked graves, and whether the bureau supports a congressional commission."
115,politico.com,https://www.politico.com/newsletters/corridors/2021/06/09/what-justin-trudeau-wants-from-the-g-7-795841,N/A,What Justin Trudeau wants from the G-7,0.066875264,0.8558165,0.07730827,,2021-06-09T07:00:00+00:00,"What’s on Canada’s radar: Trudeau and Canadian officials are focused on three Cs: Covid-19, China and climate.  Count on Trudeau to raise the detentions of Michael Kovrig and Michael Spavor, the two Canadians who have been jailed in China for more than 900 days. As Andy explains it, Trump’s arrival on the world stage and his determination to rip up NAFTA upended Trudeau’s aspirations for the world stage.  “Even the domestic agenda got disrupted by how all-hands-on-deck Canada had to be to defend NAFTA,” said a senior government official, who spoke on condition of anonymity. In strategic terms there is Canada's relationship with the USA, our principal ally and trading partner.   The obvious but difficult question G-7 leaders are faced with right now is how — and if — advanced economies will collectively deal with China going forward."
116,politico.com,https://www.politico.com/newsletters/corridors/2021/06/30/how-should-canadians-mark-canada-day-796230,N/A,How should Canadians mark Canada Day?,0.033422183,0.4104862,0.55609167,,2021-06-30T07:00:00+00:00,"  HOW TO MARK A NATIONAL DAY — Canada Day feels different this year.   Postmedia reported that only 14 percent of Canadians want to see Canada Day abolished, and two-thirds actually want to see more of the Maple Leaf out in the world. Corridors asked Darrell Bricker, the CEO of Ipsos Public Affairs, what he sees as day-to-day priorities as Canada Day approaches. On this particular Canada Day, I think we should think very solemnly about those children whose remains are being found, and what that actually means in the context of Canada."
117,aljazeera.com,https://www.aljazeera.com/news/2021/6/8/inside-battle-to-save-canada-ancient-old-growth-forests,Brandi Morin,"Inside the battle to save Canada’s ancient, old-growth forests",0.03575962,0.4816686,0.48257175,,2021-06-08T07:00:00+00:00,"  “Teal Jones has a decades-long history of engagement with First Nations, responsible forest management, and value-added manufacture in BC. “Intact old growth ecosystems make up less than 1 percent (860,000 hectares) of B.C.’s remaining forests,” Greenpeace says. Even the elected Chief Jeff Jones is locked into contracts with the government and Teal Jones, but we get very little of the profit and don’t have any influence on forest management,” Jones said.   In a June 4 opinion piece in the Vancouver Sun, BC’s minister of forests, lands, natural resource operations and rural development wrote that the province is halting old-growth harvesting licensing."
118,vice.com,https://www.vice.com/en/article/3aqvkw/qanons-are-harassing-people-at-the-whim-of-a-woman-they-say-is-canadas-queen-romana-didulo,Mack Lamoureux,QAnons Are Harassing People at the Whim of a Woman They Say Is Canada’s Queen,0.029635893,0.4424099,0.5279542,,2021-06-17T07:00:00+00:00,"Didulo, a B.C.-based woman in her 50s, has recently built up a following of thousands of people who listen to her claims of having been put in control of the Great White North by the same forces that QAnon believers think are fighting the deep state in America. It’s not Didulo who is necessarily important, but her growing and active audience. Only a few short years ago, Didulo could have been simply ignored as someone with a grift or a tenuous grip of reality posting videos, but now, thanks to the new QAnon ecosystem, she’s a figure of consequence. These followers use extremely tenuous scraps of evidence to prove Didulo is actually in power—including the fact that Romana Didulo is an anagram for “I Am Our Donald.”"
119,nationalgeographic.com,https://www.nationalgeographic.com/history/article/a-century-of-trauma-at-boarding-schools-for-native-american-children-in-the-united-states,Erin Blakemore,A century of trauma at U.S. boarding schools for Native American children,0.030412756,0.573919,0.39566827,,2021-07-09T07:00:00+00:00,"Renamed Gertrude by the missionaries, Zitkála-Šá would go on to live most of the rest of her childhood at boarding schools for Native students. The government started to invest in mission schools and day schools. In 2009, Congress passed a joint resolution of apology to Native Americans that included a reference to “the forcible removal of Native children from their families to faraway boarding schools where their Native practices and languages were degraded and forbidden.” “We have a right to know what happened to the children who never returned home from Indian boarding schools,” the NABS said in a release."
120,nationalgeographic.com,https://www.nationalgeographic.com/culture/article/indigenous-fathers-take-lessons-from-their-own-experience-to-create-healthy-lifestyles-for-their-children,Julian Brave Noisecat,Indigenous fathers take lessons from their own experience to create healthy lifestyles for their children,0.038163867,0.76649326,0.19534282,,2021-06-17T07:00:00+00:00,"He started thinking about how so many people had idolized his own father’s drinking when he was growing up in Mexico and wondered what it might mean to picture healthy men and fathers.   Lieras doesn’t totally blame his father for being the way he was and sees his old man as part of a broader cycle of machismo and of fathers not knowing how to love their kids.   There was a time, not so long ago, when Native men were either vilified or lionized as “warriors” or “chiefs” waging courageous, doomed and crazy insurgencies on the far side of the frontier of civilization. And his take on what he calls the “leader men” in the Native pantheon is a bit different than the elder NoiseCat’s: What if they ran and fought and persisted with so much ferocity because they loved their families so fiercely?  “What were the traits and characteristics and roles of fathers pre-colonization?” Lieras asks."
121,politico.com,https://www.politico.com/newsletters/corridors/2021/07/21/all-the-reasons-trudeau-should-think-twice-about-an-election-796623,N/A,All the reasons Trudeau should think twice about an election,0.07050095,0.7775212,0.1519778,,2021-07-21T07:00:00+00:00,"This week, the contrarian view from an overheated bubble of election speculation. But Mike Moffatt, an economist who spent part of the Trudeau era as Canada's chief innovation fellow, reminds his followers that most recent elections weren't boring.   The generous pension plan has for years preoccupied journalists (see: 2010, 2012, 2019, 2021). Alyssa Reid, Erika Morris and Jada Wallace are the recipients of this year’s Media Girlfriends scholarships …"
